Name,Price,Link
Adaptador Usb  Tipo C Fêmea P/ Usb 2.0 Macho P/ iPhone 11 12,15,https://produto.mercadolivre.com.br/MLB-1876778144-adaptador-usb-tipo-c-fmea-p-usb-20-macho-p-iphone-11-12-_JM#position=3&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Plug Usb Tipo C Fêmea X Usb Macho iPhone 11 12 13,12,https://produto.mercadolivre.com.br/MLB-2182099694-adaptador-plug-usb-tipo-c-fmea-x-usb-macho-iphone-11-12-13-_JM#position=4&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Hub Adaptador Usb-c Ugreen 6 Em 2 Para Macbook Air E Pro,23,https://produto.mercadolivre.com.br/MLB-2966019206-hub-adaptador-usb-c-ugreen-6-em-2-para-macbook-air-e-pro-_JM#position=5&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Cabo Adaptador Tipo C Otg Pendrive Para Celular E Tablet,11,https://produto.mercadolivre.com.br/MLB-2182031452-cabo-adaptador-tipo-c-otg-pendrive-para-celular-e-tablet-_JM#position=6&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Tipo C Celular Para Mouse Usb Conversor Otg,14,https://produto.mercadolivre.com.br/MLB-1954718550-adaptador-tipo-c-celular-para-mouse-usb-conversor-otg-_JM#position=7&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Hub Para Macbook Pro Air Thunderbolt Usb C Hdmi 4k,211,https://produto.mercadolivre.com.br/MLB-2131165761-adaptador-hub-para-macbook-pro-air-thunderbolt-usb-c-hdmi-4k-_JM#position=8&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Conversor Usb Para Usb-c | Tipo-c Otg Baseus,5,https://produto.mercadolivre.com.br/MLB-1640017007-adaptador-conversor-usb-para-usb-c-tipo-c-otg-baseus-_JM#position=9&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
" Carregador Para iPhone 11 13 Pro 12 Promax Turbo 20w Tipo C",36,https://www.mercadolivre.com.br/carregador-para-iphone-11-13-pro-12-promax-turbo-20w-tipo-c/p/MLB19877997#searchVariation=MLB19877997&position=1&search_layout=stack&type=product&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Dock Thunderbolt3 Usb C Hdmi P/ Macbook Air Pro M1,169,https://produto.mercadolivre.com.br/MLB-2690476145-adaptador-dock-thunderbolt3-usb-c-hdmi-p-macbook-air-pro-m1-_JM#position=10&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Tipo C Para Hdmi 4k Usb 3.0 Hub Macbook Air Pro Nf,63,https://produto.mercadolivre.com.br/MLB-2648716885-adaptador-tipo-c-para-hdmi-4k-usb-30-hub-macbook-air-pro-nf-_JM#position=11&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Conversor Adaptador Plug Usb Tipo C Para Usb A Convencional,0,https://produto.mercadolivre.com.br/MLB-2707316281-conversor-adaptador-plug-usb-tipo-c-para-usb-a-convencional-_JM#position=12&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Celular Tipo C Para Mouse Usb Conversor Otg,5,https://produto.mercadolivre.com.br/MLB-1770150983-adaptador-celular-tipo-c-para-mouse-usb-conversor-otg-_JM#position=13&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Type-c Fêmea Para Usb Macho Conversor Prático,1,https://produto.mercadolivre.com.br/MLB-2182073898-adaptador-type-c-fmea-para-usb-macho-conversor-pratico-_JM#position=14&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador V8 Micro Usb Femea X Tipo C 3.1 Macho Moto Z S8 S9,11,https://produto.mercadolivre.com.br/MLB-862416619-adaptador-v8-micro-usb-femea-x-tipo-c-31-macho-moto-z-s8-s9-_JM#position=15&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Otg Tipo C / V8 Leitor De Cartão Sd E Micro Sd ,44,https://produto.mercadolivre.com.br/MLB-2897447296-adaptador-otg-tipo-c-v8-leitor-de-carto-sd-e-micro-sd-_JM#position=16&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Hub Usb Hdmi Type-c Usb-c 7 Portas Usb 3.0 5 Gbps Adaptador ,14,https://produto.mercadolivre.com.br/MLB-2704041651-hub-usb-hdmi-type-c-usb-c-7-portas-usb-30-5-gbps-adaptador-_JM#position=17&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Vídeo Tipo-c Para Hdmi Usb 3.0 4k Alta Qualidade,59,https://produto.mercadolivre.com.br/MLB-2702917639-adaptador-video-tipo-c-para-hdmi-usb-30-4k-alta-qualidade-_JM#position=18&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Tipo C Celular Para Mouse Usb Conversor Otg Ugreen,3,https://produto.mercadolivre.com.br/MLB-2711049950-adaptador-tipo-c-celular-para-mouse-usb-conversor-otg-ugreen-_JM#position=19&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Ugreen  - Adaptador Usb 3.0 X Usb-c 5gbps 50533 - C/ Nfe,7,https://produto.mercadolivre.com.br/MLB-2092626579-ugreen-adaptador-usb-30-x-usb-c-5gbps-50533-c-nfe-_JM#position=20&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Conversor Tipo C Otg Para Usb Macbook Air Pro 2020 Em Diante,8,https://produto.mercadolivre.com.br/MLB-2039171997-conversor-tipo-c-otg-para-usb-macbook-air-pro-2020-em-diante-_JM#position=21&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Cabo Adaptador Tipo C Otg - Universal,11,https://produto.mercadolivre.com.br/MLB-2003098224-cabo-adaptador-tipo-c-otg-universal-_JM#position=22&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Impressora portátil a cor fotográfica Canon Selphy CP1300 com wifi preta 100V/240V,1.359,https://www.mercadolivre.com.br/impressora-portatil-a-cor-fotografica-canon-selphy-cp1300-com-wifi-preta-100v240v/p/MLB15313644#searchVariation=MLB15313644&position=2&search_layout=stack&type=product&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Otg Tipo C Usb 3.0 4x1 Compatível Macbook iPad Air,29,https://produto.mercadolivre.com.br/MLB-2731510356-adaptador-otg-tipo-c-usb-30-4x1-compativel-macbook-ipad-air-_JM#position=23&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Usb Tipo C Fêmea Para Usb Macho P/ iPhone 12 13 14,11,https://produto.mercadolivre.com.br/MLB-2859125806-adaptador-usb-tipo-c-fmea-para-usb-macho-p-iphone-12-13-14-_JM#position=24&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Hub Adaptador 10 Em 1 Tipo C Usb 3.0 Hdmi Rj45 Micro Sd Tf,211,https://produto.mercadolivre.com.br/MLB-2199263492-hub-adaptador-10-em-1-tipo-c-usb-30-hdmi-rj45-micro-sd-tf-_JM#position=25&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador P/ Macbook Thunderbolt Hub Usb 3.0 Hdmi 4k Tipo C,130,https://produto.mercadolivre.com.br/MLB-2838698056-adaptador-p-macbook-thunderbolt-hub-usb-30-hdmi-4k-tipo-c-_JM#position=26&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Conector Otg Usb 3.0 Para Usb Tipo C 3.0 Android,13,https://produto.mercadolivre.com.br/MLB-2864554364-adaptador-conector-otg-usb-30-para-usb-tipo-c-30-android-_JM#position=27&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Usb C Hub 5 Em 1 Tipo C Para Hdmi Usb3.0 Rj45 Lan,158,https://produto.mercadolivre.com.br/MLB-2634180006-adaptador-usb-c-hub-5-em-1-tipo-c-para-hdmi-usb30-rj45-lan-_JM#position=28&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Dac Adaptador Para Samsung Usb Tipo C Para P2 /3.5mm,4,https://produto.mercadolivre.com.br/MLB-1946245878-dac-adaptador-para-samsung-usb-tipo-c-para-p2-35mm-_JM#position=29&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Hub Usb C Hdmi Usb 3.0 iPad Air iPad Pro Macbook,99,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=bw0Jk4p3s%2BQqoKXbn0ZVqbVqEjkTLVEkNpvPd%2BshKOrXXlGDGuWTUuBjgBIni6GLCP6xzu%2BgtTjBYddZ%2BS9pwBXMHrxUrD1KmrJHY%2FCKDYX8bcGctCTnMGtmQM6IFDG76nvtks8JW5wSOmvZMaQX2qYQOf5NyzLyMEutHKdrYN1IUyFnxoFFgJqRmGy1y%2B%2FWqevuytMF8qeYQsRlnnJIWpOx1ZRJC02CTC1pZn79EUtn909LcoJMZWtg58a0h8RbiKII%2B87ZqGKOoJ9lmHv7qL%2Flk9lt2WKha2MsdvyvfE%2By9ECrGeJNIEz6IUXU55WSHs30EoO3XGTTaV%2BAIXOI7gQIm7iYKx7%2Bx2MnUvd7DAIOpXlSchW5Q8yEodOrLFs7y%2FXV95VhukEMwD64d7bp07HDt9UHVhbI9lUUoYvxvGFeu0f4Bijcx16vTzH0xwdOKU2%2BDNxqpiWT6U62PWZ%2FvCpkuhhwPCkEzAFAiOESCYPMEQ8DsKSN3YNgLkJPDGd92nHrP3P31dNN7A8kR8jx%2BPTZZXwxBigj2qSNDINYy56tZJ988soyuqkf46TDHqkmhBdB4frgCK0KFR3FVru5nnelOmXDAe5adbIuhLQy9gack31uJM7Zq6y%2F6bdEq0fv9wKRCsTDCffnyAJCcZ2qd2%2FrvWoV%2BM9aSLPzlzWV4INxr%2BBLuyJxMGt2VWLbh2JpJLZObVo57ATh5xqf&rb=x
Adaptador Dock Thunderbolt3 Usb C Hdmi P/ Macbook Air Pro M1,32,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=XtP%2BrPmPGdb2eoG4EZ4nKraxkg%2B8hngurgHG8PpM85uORg%2B3eRGw4JUP2lbh0kthX1HPTszyz46TSgmwELp5dgazfCoBFYXbGmvbqAVxr9PKImcU8SY3%2Fa%2BLvDA7OeJd79Gywby4GXMl4jiraby%2F%2BT7o8%2B%2FkUn4hxlOwT9Oa3ixz21m1kc3KStIoi1bQvFq0uzMeL7Sc2Wb9kIusg6olUg6EK10ZnPYuEgRj7a1cI9avh3v4ZaN9RAn7GNbchwP5mq6SSRnxendhG5A9EfNNs5dK0BEv77ptK0KemWQeKH%2FEz6Y%2BOvWDAC9PzkSlXzv%2FBtCZDPkyK5lkwJOa08NFjq8P%2FKmwhVw3z5m%2BSQSEfZuS6hDcNZcrqPkIIQX6HaVMt%2F1PQDZ8CR7WCDQxpEaBm%2FEXCJgbMR2%2FHqALlFjwYtWLKzDHSjyRK19cwSLbcsaAraHxrlvStcqnoYzO%2F%2FyhZhyjQOPJdn66kKKisX1hBPEzVKA2fzQI0En3OxNQxIPS2dhM6HDhJrUxiSfFVJvxYYJRJeJw9gFkiZBoH%2BIjHnW5MqW8H7MFYyAhxQAw1UlC0xnWsGiqZFqv5BN9xMd76N4TBWnHKf3Bg%2F04yH3NJPQkhYwJ%2FxJ7kYm%2FWGKhqkordCe8h4R8hvdsuyGvpOjtDC5H0IB4e0FAQuncjb1hmQtgJqvvpnWQt7LBr37KOKVAdS1YSwLUyBge6MPi&rb=x
Adaptador Plug Usb 3.1 Tipo C Fêmea X Usb 2.0 Macho Otg ,11,https://produto.mercadolivre.com.br/MLB-1876330968-adaptador-plug-usb-31-tipo-c-fmea-x-usb-20-macho-otg-_JM#position=32&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Usb C Hdmi Usb Type-c Dex S8 S9 Mac Pro Air Nf Top,10,https://produto.mercadolivre.com.br/MLB-1581093465-adaptador-usb-c-hdmi-usb-type-c-dex-s8-s9-mac-pro-air-nf-top-_JM#position=33&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Usb C P/ Lightning Para iPhone 13 12 11 X Xr Xs,5,https://produto.mercadolivre.com.br/MLB-2641546555-adaptador-usb-c-p-lightning-para-iphone-13-12-11-x-xr-xs-_JM#position=34&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Plug Usb C Fêmea Para Usb 2.0 Macho Dados Android,1,https://produto.mercadolivre.com.br/MLB-2182099682-adaptador-plug-usb-c-fmea-para-usb-20-macho-dados-android-_JM#position=35&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Plug Usb Tipo C Fêmea X Usb 3.0 Macho Otg Dados,52,https://produto.mercadolivre.com.br/MLB-1781127620-adaptador-plug-usb-tipo-c-fmea-x-usb-30-macho-otg-dados-_JM#position=36&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Usb Para Usb C 3a Turbo Carregamento Ultra Rápido,8,https://produto.mercadolivre.com.br/MLB-2839417726-adaptador-usb-para-usb-c-3a-turbo-carregamento-ultra-rapido-_JM#position=37&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Conversor Usb C Para Usb,5,https://produto.mercadolivre.com.br/MLB-2215690247-adaptador-conversor-usb-c-para-usb-_JM#position=38&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Otg Usb Tipo C 3.1 Leitor De Cartão Micro Sd,36,https://produto.mercadolivre.com.br/MLB-1776239071-adaptador-otg-usb-tipo-c-31-leitor-de-carto-micro-sd-_JM#position=39&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Micro Usb V8 Femea X Usb Tipo C Macho Para Samsung,11,https://produto.mercadolivre.com.br/MLB-2640022830-adaptador-micro-usb-v8-femea-x-usb-tipo-c-macho-para-samsung-_JM#position=40&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador iPhone 11 12 iPhone XR Adaptador Cabo Lightning,1,https://produto.mercadolivre.com.br/MLB-1936021801-adaptador-iphone-11-12-iphone-xr-adaptador-cabo-lightning-_JM#position=41&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Tipo C Para P2 Samsung S20 S21 Fe Fone Jack 3.5mm,2,https://produto.mercadolivre.com.br/MLB-2835070150-adaptador-tipo-c-para-p2-samsung-s20-s21-fe-fone-jack-35mm-_JM#position=42&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Usb 3.1 Type-c Para Usb 3.0 Femea Preto Cel Not,8,https://produto.mercadolivre.com.br/MLB-1305823812-adaptador-usb-31-type-c-para-usb-30-femea-preto-cel-not-_JM#position=43&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Cabo Otg Tipo C Adaptador Usb 3.0 Usb 3.0 Smartphone Pro Nfe,9,https://produto.mercadolivre.com.br/MLB-1992512999-cabo-otg-tipo-c-adaptador-usb-30-usb-30-smartphone-pro-nfe-_JM#position=44&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Usb-c Para P2 Fones De Ouvido Original Samsung,7,https://produto.mercadolivre.com.br/MLB-2730464325-adaptador-usb-c-para-p2-fones-de-ouvido-original-samsung-_JM#position=45&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Usb Tipo C Fêmea P/ Usb 2.0 Macho P/ iPhone 11 12,1,https://produto.mercadolivre.com.br/MLB-2182119080-adaptador-usb-tipo-c-fmea-p-usb-20-macho-p-iphone-11-12-_JM#position=46&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Adaptador Macho Usb Tipo C Para Fêmea Usb 3.0 5gbps,6,https://produto.mercadolivre.com.br/MLB-2832094142-adaptador-macho-usb-tipo-c-para-fmea-usb-30-5gbps-_JM#position=47&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
Cabo Otg Tipo C Type C Pendrive Usb Fêmea Celular Smatphone ,0,https://produto.mercadolivre.com.br/MLB-1849314496-cabo-otg-tipo-c-type-c-pendrive-usb-fmea-celular-smatphone-_JM#position=48&search_layout=stack&type=item&tracking_id=31e0a509-fb31-4cef-9e02-b82e8f34d676
